Fid  | Fname                                    | Fgroup           | Fcalorie  | Fcarb    | Fprotein | Ffat     | Fsodium   | Ffiber  | 1 | Fserving   | 10
4456 | Carrabbas Italian Grill Lasagne          | Restaurant Foods |    834.67 |    54.01 |     45.8 |    48.33 |   2289.88 |    5.68 | 1 | 1 serving  | 10
4457 | Cracker Barrel Coleslaw                  | Restaurant Foods |    292.25 |    21.73 |     1.49 |    22.08 |     183.7 |    2.67 | 1 | 1 serving  | 10
4459 | Cracker Barrel Macaroni N Cheese         | Restaurant Foods |     339.5 |    27.32 |    11.36 |    20.56 |    656.25 |    1.93 | 1 | 1 serving  | 10
4460 | Cracker Barrel Onion Rings Thick-Cut     | Restaurant Foods |    853.47 |   106.88 |    12.48 |    41.76 |   1208.43 |    5.74 | 1 | 1 serving  | 10
4461 | Cracker Barrel Steak Fries               | Restaurant Foods |     504.9 |    61.12 |     6.45 |     26.1 |     85.14 |    6.93 | 1 | 1 serving  | 10
4462 | Dennys Chicken Strips                    | Restaurant Foods |     572.3 |    42.74 |    37.19 |    28.13 |   1548.12 |    2.13 | 1 | 1 serving  | 10
4463 | Dennys Coleslaw                          | Restaurant Foods |    166.53 |      9.9 |     0.88 |    13.68 |    342.16 |    1.18 | 1 | 1 serving  | 10
4464 | Dennys French Fries                      | Restaurant Foods |     465.3 |    58.08 |     5.63 |    23.31 |      72.6 |    5.78 | 1 | 1 serving  | 10
4465 | Dennys Golden Fried Shrimp               | Restaurant Foods |     51.04 |     3.35 |     2.22 |      3.2 |       224 |    0.24 | 1 | 1 piece    | 10
4466 | Dennys Hash Browns                       | Restaurant Foods |    244.28 |    32.97 |     3.09 |    11.15 |    580.32 |    3.35 | 1 | 1 serving  | 10
4467 | Dennys Macaroni & Cheese From Kids Menu  | Restaurant Foods |       270 |    38.09 |     9.34 |     8.86 |       540 |    2.16 | 1 | 1 serving  | 10
4468 | Dennys Mozzarella Cheese Sticks          | Restaurant Foods |    738.72 |    62.06 |    30.92 |    40.74 |   2298.24 |    3.65 | 1 | 1 serving  | 10
4469 | Dennys Onion Rings                       | Restaurant Foods |     639.1 |    68.14 |     8.78 |     36.9 |    1294.8 |    3.98 | 1 | 1 serving  | 10
4470 | Dennys Spaghetti And Meatballs           | Restaurant Foods |     960.5 |    87.63 |     44.3 |    48.14 |   1983.15 |    8.47 | 1 | 1 serving  | 10
4472 | French Fries                             | Restaurant Foods |    111.09 |    18.98 |     1.73 |     3.54 |    269.79 |    1.59 | 1 | 10 strip   | 10
4473 | Fried Onion Rings                        | Restaurant Foods |      1246 |   140.59 |    16.03 |    68.64 |    2915.5 |   10.85 | 1 | 1 serving  | 10
4474 | Hash Browns                              | Restaurant Foods |     413.4 |    54.77 |     4.68 |    19.53 |    533.52 |    4.99 | 1 | 1 cup      | 10
4475 | Olive Garden Lasagna Classico            | Restaurant Foods |    776.48 |    43.59 |     47.6 |    45.74 |      1899 |    6.75 | 1 | 1 serving  | 10
4476 | Olive Garden Spaghetti With Meat Sauce   | Restaurant Foods |    635.25 |    90.25 |    30.45 |    17.22 |   1097.25 |    8.93 | 1 | 1 serving  | 10
4477 | On The Border Cheese Enchilada           | Restaurant Foods |     677.5 |     40.5 |    29.18 |    44.35 |    1402.5 |     4.5 | 1 | 1 serving  | 10
4478 | On The Border Cheese Quesadilla          | Restaurant Foods |    799.82 |    49.23 |    34.25 |    51.77 |   1374.31 |    4.47 | 1 | 1 serving  | 10
4479 | On The Border Mexican Rice               | Restaurant Foods |     222.3 |    38.93 |     4.06 |     5.54 |    771.78 |    1.25 | 1 | 1 cup      | 10
4480 | On The Border Refried Beans              | Restaurant Foods |     194.4 |    23.65 |     9.86 |     6.75 |     510.3 |   11.07 | 1 | 1 cup      | 10
4481 | Onion Rings                              | Restaurant Foods |    132.48 |    16.22 |     1.99 |     6.86 |     177.6 |    1.06 | 1 | 1 cup      | 10
4482 | Restaurant Chinese Beef And Vegetables   | Restaurant Foods |     602.7 |    41.84 |    40.64 |    30.42 |   2347.66 |    8.61 | 1 | 1 order    | 10
4483 | Restaurant Chinese Chicken Chow Mein     | Restaurant Foods |     513.4 |    50.07 |    40.83 |    16.91 |   1878.44 |    6.04 | 1 | 1 order    | 10
4484 | Restaurant Chinese Egg Rolls Assorted    | Restaurant Foods |     222.5 |    24.29 |     7.37 |    10.63 |    416.52 |    2.31 | 1 | 1 piece    | 10
4485 | Restaurant Chinese General Tsos Chicken  | Restaurant Foods |   1578.25 |   128.35 |    69.02 |    87.53 |   2327.25 |    4.82 | 1 | 1 order    | 10
4486 | Restaurant Chinese Kung Pao Chicken      | Restaurant Foods |    779.16 |    41.49 |    58.95 |    42.16 |   2428.08 |    9.06 | 1 | 1 order    | 10
4487 | Restaurant Chinese Lemon Chicken         | Restaurant Foods |   1569.96 |    128.4 |    73.95 |    84.42 |   1569.96 |    6.23 | 1 | 1 order    | 10
4488 | Restaurant Chinese Orange Chicken        | Restaurant Foods |   1697.76 |   145.54 |     93.7 |    82.17 |   3583.44 |    5.18 | 1 | 1 order    | 10
4489 | Restaurant Chinese Sesame Chicken        | Restaurant Foods |   1602.71 |   147.03 |    78.39 |    77.95 |   2636.54 |    3.83 | 1 | 1 order    | 10
4490 | Restaurant Chinese Shrimp And Vegetables | Restaurant Foods |    468.78 |    27.17 |    35.46 |    24.34 |   2253.75 |    8.41 | 1 | 1 order    | 10
4491 | Restaurant Chinese Sweet And Sour Pork   | Restaurant Foods |    1644.3 |   142.14 |    54.26 |    95.37 |   1851.36 |    6.09 | 1 | 1 order    | 10
4492 | Restaurant Family Style Chicken Tenders  | Restaurant Foods |    607.02 |    38.77 |    37.95 |    33.43 |      1608 |    1.81 | 1 | 1 serving  | 10
4493 | Restaurant Family Style Coleslaw         | Restaurant Foods |    171.72 |    13.34 |     0.95 |    12.72 |    238.68 |    2.05 | 1 | 1 serving  | 10
4494 | Restaurant Family Style French Fries     | Restaurant Foods |     491.3 |    63.24 |     5.93 |    23.87 |     606.9 |    6.63 | 1 | 1 serving  | 10
4495 | Restaurant Family Style Hash Browns      | Restaurant Foods |    185.18 |    24.99 |     2.34 |     8.45 |    439.92 |    2.54 | 1 | 1 cup      | 10
4496 | Restaurant Family Style Onion Rings      | Restaurant Foods |    922.04 |   105.46 |    12.67 |    49.94 |   1792.28 |    6.73 | 1 | 1 serving  | 10
4498 | Restaurant Italian Lasagna With Meat     | Restaurant Foods |    845.45 |    51.92 |    49.49 |    48.85 |   2129.62 |    6.86 | 1 | 1 serving  | 10
4499 | Restaurant Latino Black Bean Soup        | Restaurant Foods |    253.38 |    36.38 |    12.55 |     6.32 |    765.06 |   12.05 | 1 | 1 cup      | 10
4500 | Restaurant Latino Tamale Corn            | Restaurant Foods |    308.76 |    44.29 |     5.78 |    11.97 |    459.82 |    5.31 | 1 | 1 piece    | 10
4501 | Restaurant Latino Tamale Pork            | Restaurant Foods |    247.08 |    22.36 |    10.44 |    12.84 |    671.66 |    3.41 | 1 | 1 piece    | 10
4503 | Restaurant Mexican Cheese Enchilada      | Restaurant Foods |    666.12 |     37.7 |    27.43 |    45.07 |   1288.32 |    4.64 | 1 | 1 serving  | 10
4504 | Restaurant Mexican Cheese Quesadilla     | Restaurant Foods |     754.4 |    49.43 |    32.66 |    47.31 |   1437.05 |    3.48 | 1 | 1 serving  | 10
4505 | Restaurant Mexican Cheese Tamales        | Restaurant Foods |    652.32 |    54.27 |    27.15 |    36.21 |   1519.06 |    6.64 | 1 | 1 serving  | 10
4506 | Restaurant Mexican Refried Beans         | Restaurant Foods |    230.88 |    24.85 |    10.23 |    10.02 |    556.48 |   11.84 | 1 | 1 cup      | 10
4507 | Restaurant Mexican Spanish Rice          | Restaurant Foods |     214.6 |    36.15 |      3.8 |     6.14 |    612.48 |    1.39 | 1 | 1 cup      | 10
4508 | TGI Fridays Chicken Fingers              | Restaurant Foods |    731.25 |    37.89 |    42.03 |     45.7 |   1770.75 |     1.8 | 1 | 1 serving  | 10
4509 | TGI Fridays French Fries                 | Restaurant Foods |    544.64 |     67.9 |     6.88 |    27.27 |    752.56 |    7.54 | 1 | 1 serving  | 10
4511 | TGI Fridays Fried Mozzarella             | Restaurant Foods |    116.55 |     8.87 |     5.54 |     6.57 |     258.3 |    0.77 | 1 | 1 piece    | 10
4512 | Bean Chips                               | Snacks           |      13.5 |      1.6 |     0.43 |     0.65 |     12.27 |     0.3 | 1 | 1 chip     | 10
4513 | Breadsticks Hard Reduced Sodium          | Snacks           |      8.62 |     1.43 |     0.21 |     0.21 |      0.04 |    0.05 | 1 | 1 snack si | 10
4514 | Breadsticks Hard Whole Wheat             | Snacks           |      8.22 |     1.36 |     0.26 |     0.22 |     11.54 |    0.14 | 1 | 1 snack si | 10
4515 | Breakfast Bar Nfs                        | Snacks           |    162.11 |    31.35 |     1.89 |     3.23 |    127.71 |     0.9 | 1 | 1 bar      | 10
4517 | Cheese Flavored Corn Snacks              | Snacks           |      11.2 |     1.07 |     0.12 |     0.72 |     18.84 |    0.03 | 1 | 1 piece    | 10
4518 | Cheese Flavored Corn Snacks (Cheetos)    | Snacks           |      11.2 |     1.07 |     0.12 |     0.72 |     18.84 |    0.03 | 1 | 1 piece    | 10
4519 | Corn Chips Flavored                      | Snacks           |      5.42 |     0.56 |     0.06 |     0.34 |      5.09 |    0.04 | 1 | 1 chip     | 10
4520 | Corn Chips Flavored (Fritos)             | Snacks           |      5.35 |     0.57 |     0.06 |     0.33 |      7.04 |    0.04 | 1 | 1 chip     | 10
4521 | Corn Chips Plain                         | Snacks           |      5.34 |     0.56 |     0.06 |     0.33 |      8.18 |    0.04 | 1 | 1 chip     | 10
4522 | Corn Chips Plain (Fritos)                | Snacks           |      5.38 |     0.57 |     0.06 |     0.33 |      5.14 |    0.04 | 1 | 1 chip     | 10
4523 | Corn Chips Reduced Sodium                | Snacks           |      5.48 |     0.57 |     0.07 |     0.34 |      2.95 |    0.04 | 1 | 1 chip     | 10
4524 | Crackers Breakfast Biscuit               | Snacks           |     64.05 |    10.65 |     1.07 |     2.26 |     59.55 |    1.09 | 1 | 1 biscuit, | 10
4525 | Crackers Flatbread                       | Snacks           |      41.2 |     7.52 |     0.98 |     0.82 |      63.2 |    1.02 | 1 | 1 flatbrea | 10
4526 | Crackers Rice And Nuts                   | Snacks           |     12.87 |     2.32 |     0.32 |     0.27 |      10.8 |    0.02 | 1 | 1 cracker  | 10
4527 | Crackers Saltine Reduced Sodium          | Snacks           |     12.48 |      2.2 |     0.28 |     0.26 |     19.38 |    0.09 | 1 | 1 cracker  | 10
4528 | Crackers Sandwich Cheese Filled (Ritz)   | Snacks           |     33.53 |     3.92 |     0.54 |     1.76 |     41.65 |    0.17 | 1 | 1 sandwich | 10
4529 | Crackers Wheat                           | Snacks           |     13.23 |      2.1 |     0.27 |     0.46 |     21.06 |    0.26 | 1 | 1 cracker  | 10
4530 | Crackers Wheat Flavored (Wheat Thins)    | Snacks           |     13.23 |      2.1 |     0.27 |     0.46 |     21.06 |    0.26 | 1 | 1 cracker  | 10
4531 | Crackers Wheat Plain (Wheat Thins)       | Snacks           |     13.23 |      2.1 |     0.27 |     0.46 |     21.06 |    0.26 | 1 | 1 cracker  | 10
4532 | Crackers Woven Wheat                     | Snacks           |     22.05 |     3.51 |     0.45 |     0.76 |      35.1 |    0.43 | 1 | 1 cracker  | 10
4533 | Crackers Woven Wheat Flavored (Triscuit) | Snacks           |     22.05 |     3.51 |     0.45 |     0.76 |      35.1 |    0.43 | 1 | 1 cracker  | 10
4534 | Crackers Woven Wheat Plain (Triscuit)    | Snacks           |     22.05 |     3.51 |     0.45 |     0.76 |      35.1 |    0.43 | 1 | 1 cracker  | 10
4535 | Extruded Corn Chips                      | Snacks           |    490.16 |    50.51 |     5.81 |    29.39 |      13.2 |    3.87 | 1 | 1 cup, cru | 10
4536 | Formulated Bar Power Bar Chocolate       | Snacks           |    246.84 |    47.35 |     9.62 |     2.11 |    209.44 |    3.88 | 1 | 1 bar      | 10
4537 | Microwave Popcorn                        | Snacks           |    114.17 |     21.6 |     3.04 |     1.73 |    162.16 |    3.86 | 1 | 1 oz       | 10
4538 | Milk And Cereal Bar                      | Snacks           |    103.25 |    18.01 |     1.62 |     2.75 |     79.75 |     0.1 | 1 | 1 bar      | 10
4539 | Nutrition Bar (Clif Kids Organic Zbar)   | Snacks           |    147.24 |     26.9 |        2 |      3.5 |       135 |    2.99 | 1 | 1 bar      | 10
4540 | Nutrition Bar (Tiger's Milk)             | Snacks           |     147.7 |    19.76 |     5.88 |        5 |      58.8 |    0.81 | 1 | 1 bar      | 10
4541 | Popcorn Air-Popped Unbuttered            | Snacks           |      30.8 |      6.2 |     1.03 |     0.36 |     12.96 |    1.15 | 1 | 1 cup, pop | 10
4542 | Popcorn Caramel Coated                   | Snacks           |     149.8 |    27.46 |     1.32 |     4.45 |     179.2 |    1.82 | 1 | 1 cup      | 10
4543 | Popcorn Caramel Coated With Nuts         | Snacks           |    166.74 |    33.63 |     2.67 |     3.25 |    202.86 |     1.6 | 1 | 1 cup      | 10
4544 | Popcorn Chips Other Flavors              | Snacks           |      4.38 |     0.74 |      0.1 |     0.11 |      5.87 |    0.05 | 1 | 1 chip     | 10
4545 | Popcorn Chips Plain                      | Snacks           |      4.38 |     0.74 |      0.1 |     0.11 |      5.87 |    0.05 | 1 | 1 chip     | 10
4546 | Popcorn Chips Sweet Flavors              | Snacks           |      4.54 |     0.75 |     0.09 |     0.13 |      2.43 |    0.04 | 1 | 1 chip     | 10
4547 | Popcorn Microwave Butter Flavored        | Snacks           |     457.3 |    47.59 |     7.39 |    26.41 |    648.55 |    8.59 | 1 | 1 regular  | 10
4548 | Popcorn Microwave Butter Flavored Light  | Snacks           |    357.85 |    60.77 |    10.63 |     8.02 |     685.1 |   11.98 | 1 | 1 regular  | 10
4549 | Popcorn Microwave Cheese Flavored        | Snacks           |     455.6 |     47.4 |     7.35 |    26.31 |     776.9 |    8.59 | 1 | 1 regular  | 10
4550 | Popcorn Microwave Kettle Corn            | Snacks           |     438.6 |    49.52 |      8.4 |       23 |     360.4 |    9.44 | 1 | 1 regular  | 10
4551 | Popcorn Microwave Kettle Corn Light      | Snacks           |     358.7 |    61.52 |     10.5 |     7.91 |    449.65 |   11.81 | 1 | 1 regular  | 10
4552 | Popcorn Microwave Low Fat And Sodium     | Snacks           |    121.84 |    20.84 |     3.58 |      2.7 |    139.16 |    4.03 | 1 | 1 oz       | 10
4553 | Popcorn Microwave Low Sodium             | Snacks           |     421.6 |    48.99 |     7.59 |     23.7 |    264.35 |    8.41 | 1 | 1 regular  | 10
4554 | Popcorn Microwave Nfs                    | Snacks           |     457.3 |    47.59 |     7.39 |    26.41 |    648.55 |    8.59 | 1 | 1 regular  | 10
4555 | Popcorn Microwave Other Flavored         | Snacks           |     455.6 |     47.4 |     7.35 |    26.31 |     776.9 |    8.59 | 1 | 1 regular  | 10
4556 | Popcorn Microwave Plain                  | Snacks           |     457.3 |    47.59 |     7.39 |    26.41 |    648.55 |    8.59 | 1 | 1 regular  | 10
4557 | Popcorn Microwave Plain Light            | Snacks           |    357.85 |    60.77 |    10.63 |     8.02 |     685.1 |   11.98 | 1 | 1 regular  | 10
4558 | Popcorn Microwave Unsalted               | Snacks           |     421.6 |    48.99 |     7.59 |     23.7 |    264.35 |    8.41 | 1 | 1 regular  | 10
4559 | Popcorn Movie Theater Unbuttered         | Snacks           |    397.98 |    26.31 |     4.08 |    32.14 |    503.58 |    4.55 | 1 | 1 kids siz | 10
4560 | Popcorn Movie Theater With Added Butter  | Snacks           |    551.04 |    26.59 |     4.17 |    49.38 |    635.88 |    4.54 | 1 | 1 kids siz | 10
4561 | Popcorn Nfs                              | Snacks           |     457.3 |    47.59 |     7.39 |    26.41 |    648.55 |    8.59 | 1 | 1 regular  | 10
4562 | Popcorn Popped In Oil Unbuttered         | Snacks           |     54.78 |     6.37 |     0.99 |     3.08 |     17.27 |     1.1 | 1 | 1 cup, pop | 10
4563 | Popcorn Ready-To-Eat Packaged Low Sodium | Snacks           |     53.46 |     6.79 |     1.13 |     2.58 |     34.54 |    1.26 | 1 | 1 cup      | 10
4564 | Popcorn Ready-To-Eat Packaged Nfs        | Snacks           |      74.2 |     7.47 |     1.24 |     4.55 |     107.1 |     1.4 | 1 | 1 cup      | 10
4565 | Popcorn Ready-To-Eat Packaged Plain      | Snacks           |     53.02 |     6.74 |     1.12 |     2.56 |     67.87 |    1.25 | 1 | 1 cup      | 10
4566 | Popcorn Ready-To-Eat Packaged Unsalted   | Snacks           |     53.46 |     6.79 |     1.13 |     2.58 |     34.54 |    1.26 | 1 | 1 cup      | 10
4567 | Popcorn Sugar Syrup/caramel Fat-Free     | Snacks           |     108.2 |    25.58 |     0.57 |      0.4 |     81.22 |    0.71 | 1 | 1 oz       | 10
4568 | Potato Chips Baked Flavored              | Snacks           |      9.34 |     1.42 |      0.1 |     0.36 |     14.88 |     0.1 | 1 | 1 chip     | 10
4569 | Potato Chips Fat Free                    | Snacks           |      4.82 |     0.67 |     0.07 |     0.21 |      3.92 |    0.06 | 1 | 1 chip     | 10
4570 | Potato Chips Lightly Salted              | Snacks           |     11.18 |     1.07 |     0.13 |     0.71 |      5.28 |    0.08 | 1 | 1 chip     | 10
4571 | Potato Chips Popped Flavored             | Snacks           |      4.67 |     0.71 |     0.05 |     0.18 |      7.44 |    0.05 | 1 | 1 chip     | 10
4572 | Potato Chips Reduced Fat                 | Snacks           |      9.64 |     1.34 |     0.14 |     0.41 |      7.84 |    0.12 | 1 | 1 chip     | 10
4573 | Potato Chips Restructured Flavored       | Snacks           |     10.84 |      1.1 |     0.09 |      0.7 |     12.58 |    0.06 | 1 | 1 chip     | 10
4574 | Potato Chips Restructured Lightly Salted | Snacks           |     11.18 |     1.07 |     0.13 |     0.71 |      5.28 |    0.08 | 1 | 1 chip     | 10
4575 | Potato Chips Restructured Plain          | Snacks           |     10.86 |      1.1 |     0.09 |      0.7 |      10.3 |    0.06 | 1 | 1 chip     | 10
